"","Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"7695",NA,"New York","36","2022 Week 48 ending December 03, 2022","2022/48","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"7696",NA,"New York","36","2022 Week 49 ending December 10, 2022","2022/49","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7697",NA,"New York","36","2022 Week 49 ending December 10, 2022","2022/49","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"7698",NA,"New York","36","2022 Week 49 ending December 10, 2022","2022/49","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"7699",NA,"New York","36","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"7700",NA,"New York","36","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"7701",NA,"New York","36","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"7702",NA,"New York","36","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7703",NA,"New York","36","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","85+ years","85+",23,"Not Applicable","Not Applicable"
"7704",NA,"New York","36","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7705",NA,"New York","36","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7706",NA,"New York","36","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"7707",NA,"North Carolina","37","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7708",NA,"North Carolina","37","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7709",NA,"North Carolina","37","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7710",NA,"North Carolina","37","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"7711",NA,"North Carolina","37","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7712",NA,"North Carolina","37","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7713",NA,"North Carolina","37","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"7714",NA,"North Carolina","37","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7715",NA,"North Carolina","37","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7716",NA,"North Carolina","37","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7717",NA,"North Carolina","37","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7718",NA,"North Carolina","37","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"7719",NA,"North Carolina","37","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7720",NA,"North Carolina","37","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7721",NA,"North Carolina","37","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7722",NA,"North Carolina","37","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7723",NA,"North Carolina","37","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"7724",NA,"North Carolina","37","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"7725",NA,"North Carolina","37","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7726",NA,"North Carolina","37","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7727",NA,"North Carolina","37","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"7728",NA,"North Carolina","37","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"7729",NA,"North Carolina","37","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7730",NA,"North Carolina","37","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"7731",NA,"North Carolina","37","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7732",NA,"North Carolina","37","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7733",NA,"North Carolina","37","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7734",NA,"North Carolina","37","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7735",NA,"North Carolina","37","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"7736",NA,"North Carolina","37","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"7737",NA,"North Carolina","37","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7738",NA,"North Carolina","37","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7739",NA,"North Carolina","37","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7740",NA,"North Carolina","37","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7741",NA,"North Carolina","37","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7742",NA,"North Carolina","37","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7743",NA,"North Carolina","37","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7744",NA,"North Carolina","37","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7745",NA,"North Carolina","37","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7746",NA,"North Carolina","37","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"7747",NA,"North Carolina","37","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7748",NA,"North Carolina","37","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7749",NA,"North Carolina","37","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7750",NA,"North Carolina","37","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"7751",NA,"North Carolina","37","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7752",NA,"North Carolina","37","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"7753",NA,"North Carolina","37","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7754",NA,"North Carolina","37","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"7755",NA,"North Carolina","37","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7756",NA,"North Carolina","37","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7757",NA,"North Carolina","37","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7758",NA,"North Carolina","37","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7759",NA,"North Carolina","37","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7760",NA,"North Carolina","37","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7761",NA,"North Carolina","37","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7762",NA,"North Carolina","37","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"7763",NA,"North Carolina","37","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7764",NA,"North Carolina","37","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"7765",NA,"North Carolina","37","2022 Week 26 ending July 02, 2022","2022/26","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7766",NA,"North Carolina","37","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7767",NA,"North Carolina","37","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7768",NA,"North Carolina","37","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7769",NA,"North Carolina","37","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7770",NA,"North Carolina","37","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7771",NA,"North Carolina","37","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7772",NA,"North Carolina","37","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7773",NA,"North Carolina","37","2022 Week 33 ending August 20, 2022","2022/33","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"7774",NA,"North Carolina","37","2022 Week 34 ending August 27, 2022","2022/34","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7775",NA,"North Carolina","37","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7776",NA,"North Carolina","37","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7777",NA,"North Carolina","37","2022 Week 38 ending September 24, 2022","2022/38","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7778",NA,"North Carolina","37","2022 Week 38 ending September 24, 2022","2022/38","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7779",NA,"North Carolina","37","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7780",NA,"North Carolina","37","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7781",NA,"North Carolina","37","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7782",NA,"North Carolina","37","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7783",NA,"North Carolina","37","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7784",NA,"North Carolina","37","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7785",NA,"North Carolina","37","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7786",NA,"North Carolina","37","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7787",NA,"North Carolina","37","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"7788",NA,"North Carolina","37","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7789",NA,"North Carolina","37","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7790",NA,"North Carolina","37","2022 Week 44 ending November 05, 2022","2022/44","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7791",NA,"North Carolina","37","2022 Week 45 ending November 12, 2022","2022/45","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7792",NA,"North Carolina","37","2022 Week 45 ending November 12, 2022","2022/45","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7793",NA,"North Carolina","37","2022 Week 46 ending November 19, 2022","2022/46","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7794",NA,"North Carolina","37","2022 Week 47 ending November 26, 2022","2022/47","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7795",NA,"North Carolina","37","2022 Week 47 ending November 26, 2022","2022/47","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7796",NA,"North Carolina","37","2022 Week 47 ending November 26, 2022","2022/47","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"7797",NA,"North Carolina","37","2022 Week 49 ending December 10, 2022","2022/49","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7798",NA,"North Carolina","37","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7799",NA,"North Carolina","37","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"7800",NA,"North Carolina","37","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"7801",NA,"North Carolina","37","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7802",NA,"North Carolina","37","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7803",NA,"North Carolina","37","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7804",NA,"North Carolina","37","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7805",NA,"Ohio","39","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7806",NA,"Ohio","39","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7807",NA,"Ohio","39","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"7808",NA,"Ohio","39","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7809",NA,"Ohio","39","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"7810",NA,"Ohio","39","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"7811",NA,"Ohio","39","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"7812",NA,"Ohio","39","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"7813",NA,"Ohio","39","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7814",NA,"Ohio","39","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"7815",NA,"Ohio","39","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"7816",NA,"Ohio","39","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7817",NA,"Ohio","39","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","55-64 years","55-64",13,"Not Applicable","Not Applicable"
"7818",NA,"Ohio","39","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7819",NA,"Ohio","39","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"7820",NA,"Ohio","39","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","65-74 years","65-74",24,"Not Applicable","Not Applicable"
"7821",NA,"Ohio","39","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7822",NA,"Ohio","39","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"7823",NA,"Ohio","39","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"7824",NA,"Ohio","39","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7825",NA,"Ohio","39","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7826",NA,"Ohio","39","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"7827",NA,"Ohio","39","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7828",NA,"Ohio","39","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7829",NA,"Ohio","39","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7830",NA,"Ohio","39","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7831",NA,"Ohio","39","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7832",NA,"Ohio","39","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"7833",NA,"Ohio","39","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"7834",NA,"Ohio","39","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"7835",NA,"Ohio","39","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7836",NA,"Ohio","39","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7837",NA,"Ohio","39","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7838",NA,"Ohio","39","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"7839",NA,"Ohio","39","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7840",NA,"Ohio","39","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7841",NA,"Ohio","39","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7842",NA,"Ohio","39","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7843",NA,"Ohio","39","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"7844",NA,"Ohio","39","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7845",NA,"Ohio","39","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"7846",NA,"Ohio","39","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7847",NA,"Ohio","39","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"7848",NA,"Ohio","39","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7849",NA,"Ohio","39","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7850",NA,"Ohio","39","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"7851",NA,"Ohio","39","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7852",NA,"Ohio","39","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7853",NA,"Ohio","39","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"7854",NA,"Ohio","39","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"7855",NA,"Ohio","39","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7856",NA,"Ohio","39","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"7857",NA,"Ohio","39","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7858",NA,"Ohio","39","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7859",NA,"Ohio","39","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"7860",NA,"Ohio","39","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"7861",NA,"Ohio","39","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7862",NA,"Ohio","39","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7863",NA,"Ohio","39","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"7864",NA,"Ohio","39","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7865",NA,"Ohio","39","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7866",NA,"Ohio","39","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7867",NA,"Ohio","39","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7868",NA,"Ohio","39","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"7869",NA,"Ohio","39","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7870",NA,"Ohio","39","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7871",NA,"Ohio","39","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7872",NA,"Ohio","39","2022 Week 26 ending July 02, 2022","2022/26","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
